UserId,ProductId,Rating,Timestamp
A1Z59RFKN0M5QL,7806397051,1,1376611200
A6F8KH0J1AVYA,9759091062,5,1379116800
A388D9ORDWKQJZ,9790790961,5,1351036800
AIE2752ATRAXZ,9790790961,5,1373673600
AVM6OR01CPJNQ,B00004TMFE,2,1365724800
A2AZ7TV5GJ1DWI,B00004TMFE,5,1336435200
A2F82AIJSDKRPR,B00004TMFE,3,1357776000
A23PKQ4KAN4AQQ,B00004TMFE,5,1391040000
A1K4RMIOL4BIQN,B00004TMFE,3,1399248000
AVBSDBRCF7LK2,B00004TUBL,1,1388880000
A1REYI6T6VJHKK,B00004TUBL,5,1369526400
A30M14LS4G1I1Z,B00004TUBL,5,1400457600
A1YZ8KOTNU1BEU,B00004TUBL,5,1378944000
A2HRHF83I3NDGT,B00004TUBL,5,1385510400
A79ZS4YI5U6XR,B00004U9UY,5,1352246400
A3N8P7DRS9T3YI,B00004U9UY,5,1368316800
A2SX3JU39YE2TP,B00004U9UY,4,1374192000
AEAAEVYCLPZO2,B00004U9V2,5,1388016000
A3RO1PJ8497L6X,B00004U9V2,5,1383523200
A3IW8O4BQUUEU4,B000050B6U,5,1357171200
A3QOIDA6B2NIPO,B000050B6U,5,1273708800
A5ZIASKQFIYHP,B000050B6U,4,1385164800
A1H2M09FY6B9LR,B000050B6U,1,1360108800
A2DGK3VPJXWT22,B000050B6U,5,1399420800
A235ZXW80ILN9R,B000050B6U,5,1325203200
A1C1MHGT62KFEM,B000050B6U,5,1234828800
ATWTNXM6WNV5N,B000050B6U,5,1364688000
AF6EHFR0RBGHT,B000052WYD,5,1373328000
A2JU3R4WD74388,B000052WYD,3,1375920000
A12LN1UTGCPU4R,B000052WYD,5,1360195200
A1VJCR1AJRFJJ7,B000052WYD,2,1401580800
A1E9VB5X00ITY4,B000052WYD,5,1365033600
A2JEGR5ASS6OE3,B000052WYD,3,1381363200
A18Z7ICRLVHBBP,B000052WYD,5,1348185600
A1HEB1RHNOB4HK,B000052WYD,5,1356739200
AQDKKTFH5XREM,B000052WYD,4,1358208000
AOQZ84T71MF85,B000052WYD,5,1374710400
A38BYCK64K98TI,B000052WYD,5,1392422400
AEE64QQUQZ5XA,B000052WYD,4,1348876800
AGJXKY9XQ2BD5,B000052WYL,5,1372118400
A2U742I37JI26X,B000052WYL,5,1356998400
A2JEGR5ASS6OE3,B000052WYN,1,1403222400
A3BFDEBT5IV4UN,B000052WYN,5,1292371200
AL5P6IG4WZ57J,B000052WYN,4,1397347200
A1YOAHJAQ3KNDZ,B000052WYN,3,1403308800
A3BTXKZRQS5ZYR,B000052WYN,2,1357430400
A3JJY85ZCNVBLR,B000052WYN,5,1404086400
A1087Y8RJ4D422,B000052WYN,4,1391558400
AC1U4QK4QNK0E,B000052XW5,5,1394496000
A1ZHJZCNL7O908,B000052XW5,5,1262908800
A3S8QGY5DXRU07,B000052XW5,3,1339891200
A2CKYSO9LSYBRJ,B000052XYQ,5,1358467200
A3159KYGGXT6G7,B000052XYQ,5,1368230400
A2SE5EJ7B6Z8NP,B000052XYQ,5,1386633600
A1M8GLS479A6FS,B000052XZP,1,1394064000
A3LC7UFWJ7PPG0,B000052XZP,3,1390953600
A18FTRFQQ141CP,B000052XZP,5,1339718400
ANARB64IRUAAZ,B000052XZP,5,1357084800
A8Y28LPJ4TS7G,B000052XZP,1,1385596800
A2YLITAT4337XZ,B000052XZP,5,1376265600
A1XFBJEVJHPXZS,B000052XZP,4,1353110400
A3EV788FCRKQYM,B000052XZP,5,1395014400
A3T896ARC9RTAJ,B000052XZP,1,1373241600
A3V8EUSW1ITAJV,B000052XZP,1,1397001600
A2B7BUH8834Y6M,B000052XZP,5,1071619200
A2BILUPJR1QK94,B000052XZP,2,1357084800
AVJHUXVPE1DMZ,B000052XZP,5,1358294400
A28621TSIR5EOG,B000052XZP,5,1358640000
A1WLVR8F7C8X9Q,B000052XZX,3,1375488000
A35MCE6SC0UVJ1,B000052XZX,3,1358985600
A1XFBJEVJHPXZS,B000052XZX,5,1353110400
AHNQ1JNX52P01,B000052XZX,5,1312848000
A2D3BPW2PIP3NN,B000052YJC,5,1361145600
A2IYLMDQGBB4VG,B000052YJH,5,1325980800
A2MOY9RP4VD6FU,B000052YJH,5,1355443200
A2T5TQ3G23JJ47,B000052YJH,5,1336176000
AC82XED9ZBMRW,B000052YJH,5,1367712000
A71C9WY0242QU,B000052YJH,4,1325376000
A1744PV0MNU2BL,B000052YJH,4,1395532800
A3UKWQS8SRW6IO,B000052YJH,5,1218499200
A2UFK2U9HUZ10A,B000052YJH,3,1366588800
A3D5W3BNXJYX7R,B000052YJM,4,1322697600
A2V19Q2OFF25OS,B000052YJM,4,1353456000
A3J1XDOKRNRA6M,B000052YJM,5,1363305600
AE7V92R2LVEJF,B000052YJM,5,1336608000
API4AGCOYE8YH,B000052YJM,4,1376006400
A2OYOVE5A5TJ9K,B000052YJM,5,1353974400
AVF7PHGY9NDII,B000052YJM,3,1361750400
ADBBZJ37FVOYZ,B000052YJM,2,1346025600
A164HFMPHEM2U3,B000052YJM,4,1363737600
A3E1KL2N4ZOQ8W,B000052YJX,5,1184544000
A3AA2EAP7MWV6R,B000052YJX,2,1354838400
ACNBYBFXGJCXM,B000052YJX,5,1254614400
A1G8DB6O2K5WVQ,B000052YKM,5,1375488000
A3EADWE0F3A1J6,B000052YKM,5,1322870400
ARBRWSZH1CP70,B000052YKM,5,1381276800
A1DC1O4VX6AHPP,B000052YKS,3,1397865600
A3U76FMUOY4RXX,B000052YKS,5,1374883200
A1VPNNU07W851J,B000052YM3,5,1355356800
A5DVX3B075B09,B000052YM3,5,1327190400
AE9WBQVG2O0FO,B000052YM3,5,1380326400
A2NHZP5NE2PYU9,B000052YM3,5,1371772800
A3KQHBGTTSWTZ6,B000052YM4,3,1397520000
AYOMAHLWRQHUG,B000052YM4,5,1342137600
ABKF3G6FRNTXI,B000052YM4,5,1264982400
A1EF37KYK7PRLV,B000052YM4,2,1352764800
A3DMCALF7N395M,B000052YM4,5,1365206400
A1V4GGDRXP33TR,B000052YM4,5,1383696000
A2FW15XFEF5EWA,B000052YM4,1,1358121600
AHKWZ2JMW1YJP,B000052YM4,5,1370044800
AHNQ1JNX52P01,B000052YM4,5,1262736000
A5BIWZV1RWG4L,B000052YM4,1,1372896000
A8000GGUGQI1T,B000052YM4,2,1283299200
A2H0O8QY5WZ1ZA,B000052YM4,1,1401321600
A3KQHBGTTSWTZ6,B000052YM7,3,1397520000
A16GWMW2GI8XUJ,B000052YM7,5,1340323200
ACHCRUJXKXPFU,B000052YM7,3,1390694400
A19DZQ1GLMCD2P,B000052YM7,4,1370476800
A3A582ZMCKUYBI,B000052YM7,5,1239321600
A18Z7ICRLVHBBP,B000052YM7,5,1343260800
A3FU4UD3Q105YB,B000052YM7,5,1294099200
A1Y34W3HQJQ2RH,B000052YM7,5,1269820800
A1OK6GRKNHISTG,B000052YM7,5,1177977600
A1LFYHJAG0X6EH,B000052YM7,5,1372896000
AMUXU4POKNEGG,B000052YM7,2,1375142400
A1EF37KYK7PRLV,B000052YM7,5,1343520000
A230CAH5O7B9FQ,B000052YM7,5,1290124800
A2FW15XFEF5EWA,B000052YM7,1,1362182400
A15MJXN9GBYAYU,B000052YM7,3,1402358400
ACAZCBNMNZT2X,B000052YM7,5,1363392000
A3NFSHPGUKEWMS,B000052YM7,1,1362096000
ALUAEARQDJYLX,B000052YM7,4,1384300800
A1LSFG5FJB9TQ9,B000052YM7,4,1316908800
A1WS68MOKX1I5X,B000052YM7,3,1387411200
A340UTBGHV3ZZN,B000052YM7,5,1353888000
A36FXHSXME1KHM,B000052YM7,5,1388880000
AT254KYO2W95N,B000052YM7,3,1303516800
AYY1OER56P6MD,B000052YM8,5,1384300800
A2BY7LRPQI9YZQ,B000052YM8,3,1323216000
ABBW49R5X18GO,B000052YM8,5,1402790400
A3D5W3BNXJYX7R,B000052YMQ,4,1322697600
A3SS6RV2NCNY5F,B000052YMQ,5,1166486400
A23TC08V2CZGE6,B000052YMQ,5,1394323200
AQ1F3NP2G15S5,B000052YMQ,5,1166832000
AYPZMUSCTT46O,B000052YMR,4,1395014400
AD3NIRXC8UN2U,B000052YMR,4,1389657600
A1YP5WLIHGG136,B000052YMR,5,1324080000
A3CRFBLTRDAEWQ,B000052YMR,5,1387411200
A1V5PQCFGWBM1H,B000052YMS,3,1365638400
AO5F3MTTFCQR8,B000052YMS,5,1076371200
A20KJABXJLXG9G,B000052YMS,5,1249171200
ACNON4BZACUUL,B000052YMS,1,1147564800
A1BHCE2409B5QF,B000052YMS,5,1122422400
A1Y7TIDOJ90CCW,B000052YMX,5,1261353600
A12HFB9UGYZICB,B000052YMX,4,1369008000
A2Z3O9SDFGMYPZ,B000052YMX,2,1358035200
A1U8AGP7ZCNSMO,B000052YN5,5,1394582400
AFUR2R54LFO6U,B000052YN5,4,1362096000
AJPKDAFL8B7MO,B000052YN7,4,1378684800
A22ZW8DE8QNY4,B000052YN7,4,1386115200
AJ4MN7JLDZBV1,B000052YOL,5,1370649600
A2DAI8CEW40QHG,B000052YOL,1,1345334400
A3MY91K1OFHHVU,B000052YOL,2,1343088000
A2ONKVCEKZSAE9,B000052YOL,5,1376352000
A3OCKF6X2SQFQB,B000052YOL,5,1369440000
A2V3HE239Y8PBG,B000052YOR,5,1393459200
A1FCUFVPEPCWIV,B000052YOR,5,1373328000
A265M9NUIOKO8M,B000052YOR,5,1354147200
A9HGSKMT2ZNU2,B000052YOR,5,1368057600
A205J9QAMSI3UA,B000052YOX,5,1355184000
A2K7V3G4598QRF,B000052YOX,5,1374364800
A27JDT3C5186MI,B000052YOX,5,1145491200
A2I85TDI7XF3C3,B000052YOX,5,1359244800
A3VU72O2BZSPXW,B000052YOX,5,1361059200
A1B440FN3PEW87,B000052YOX,4,1395273600
A15PL3C9OFSM1B,B000052YP6,4,1340496000
A2845TGPT68JFR,B000052YP6,5,1324425600
A2QWKL0I9VA37V,B000052YP6,5,1381363200
A2LXGLSCCV4QD9,B000052YP6,5,1327190400
AFLRVFIEGJM0G,B000052YP6,5,1330128000
A2GKZMKOM3XJOQ,B000052YP6,5,1378252800
A2DDMVNC3HVM17,B000052YP6,5,1370131200
A103BJIOJSDJL1,B000052YP6,3,1382140800
A38B7MUWO2UPZE,B000052YP6,4,1321315200
A32WWIJOQ9GWSF,B000052YP6,5,1382832000
A1RXRJ9DYQBX6V,B000052YP6,2,1337385600
A2B7GQR6ONJPUH,B000052YQ2,5,1345766400
AD0UV04EWWT40,B000052YQ2,5,1336089600
A2HI6OCOLE6WTV,B000052YQ2,5,1402444800
A1Z66KHEXSF3L5,B000052YQ2,3,1361577600
A1G8MLYQA0N86A,B000052YQN,4,1366156800
A24MUFJ7ZSN8BV,B000052YQN,3,1374451200
ACSRICUKSJZ9W,B000052YQN,1,1363910400
A2B00ZSEERJ2Z6,B000052YQN,5,1384646400
A2UGM9NWTN09KF,B000052Z8D,5,1388016000
A291KPYV39EDLR,B000052Z8D,5,1371081600
A3M6VBOW521N1L,B000052Z8D,5,1367452800
ADCK12T2SD2W9,B000052ZB2,4,1355270400
A2EFK03ZDHZJNC,B000052ZB2,1,1327622400
A1Z0LTKUA6F94D,B000052ZB2,5,1281052800
A210T7IROLD181,B000052ZB2,5,1356048000
A17W4YG9W016T1,B000052ZB2,4,1269648000
A1XLIWO29Y9P8G,B000052ZB2,2,1365465600
AUBKXJYRKGOF4,B000052ZB4,5,1349308800
A2ZI4RMRSA072T,B000052ZB4,5,1141862400
A1I3WY7OB4EP0I,B000052ZB4,5,1366502400
A2NSMJVQY0RV9S,B000052ZB4,5,1361491200
AV6823XS14U41,B000052ZB4,3,1333670400
ACSRICUKSJZ9W,B000052ZB4,1,1363996800
A1IREJVK1WBRXF,B000052ZB4,4,1361491200
A3IYAP6830Y9TI,B000052ZB4,4,1367366400
A5F5LS6PKCIXF,B000052ZB4,5,1359763200
AYOMAHLWRQHUG,B000052ZBD,5,1255046400
A1J5AVP0JQPD2D,B000052ZBH,2,1404432000
A291KPYV39EDLR,B000052ZBH,5,1371081600
ACD0RUGXM2LTY,B000052ZBH,5,1392163200
A7KV8S5PXXPM8,B000052ZBH,3,1350259200
A2LWGAOIFX0X4E,B000052ZBP,3,1395273600
AQNDWV4YMTBZF,B000052ZSS,5,1092614400
A28Z8YW7M3TER4,B000052ZSS,5,1368489600
A2JKZNLTH63496,B000052ZSS,4,1386115200
A3OJJ49VQ1H0MA,B000052ZTY,5,1390521600
A2HMF8ZR67BNZS,B00005304H,4,1404259200
A1Z54EM24Y40LL,B00005304H,5,1089504000
A1L43KWWR05PCS,B00005304H,5,1076544000
A2B7BUH8834Y6M,B00005304H,5,1071619200
A2HD9JTLRSC9IL,B0000530ED,4,1389225600
A1VJCR1AJRFJJ7,B0000530ED,5,1401580800
A2WMT6JZTBJ6ZT,B0000530ED,4,1328572800
A2F58ZQXB43H94,B0000530ED,5,1371081600
AEML1TRJGW9UF,B0000530ED,4,1390608000
A2S17E3KLIP3S6,B0000530ED,5,1359158400
A1HC0DV6RF4PJ2,B0000530ED,5,1384992000
A1WE8KTC20NY65,B0000530ED,5,1320105600
A1O9CRQQT0L4M3,B0000530ED,5,1405036800
AB0LOHO90YZVJ,B0000530ED,5,1392508800
A3UDU5M8AWE93O,B0000530ED,5,1375315200
A2OIMJEGOCTQ87,B0000530ED,1,1327276800
A298JO35NVFXSP,B0000530ED,5,1386460800
A1S6CO566X40E4,B0000530ED,4,1325289600
A2GCU2UEJRW5RB,B0000530ED,3,1385856000
A17CSG9PX6A3NN,B0000530ED,5,1396224000
A2GTW7ARPLP6YR,B0000530ED,4,1384819200
A235A35IESKQ09,B0000530ED,1,1385078400
AUBKXJYRKGOF4,B0000530EZ,4,1349308800
A183QHPJM4H8N4,B0000530EZ,5,1371686400
A2BG4K6KD4B3EQ,B0000530EZ,5,1377734400
A2R9M9ALI356JU,B0000530EZ,4,1311379200
A3QHB0UDJSBZH2,B0000530EZ,5,1377129600
A3N65H2Q320Y4H,B0000530EZ,3,1361232000
A3HJ8ZPQN5VR7X,B0000530EZ,1,1396224000
A3TIB9Q7IJ064H,B0000530EZ,5,1362528000
AJWOIC9QYV8AV,B0000530LO,5,1383523200
A1JEBSNNKTMZS4,B0000530LO,5,1388880000
A2R9M9ALI356JU,B0000530LO,3,1335830400
A2ZP37MH9WQT7Y,B0000530LO,5,1400457600
A1TCMZLBHXJU4,B0000530LO,5,1377043200
